message,aid_related
"The center, housed in a university known for its political activity and student protests, is striving to be a voice for the promotion of ethnic unity, social harmony and peace.",0
"UNSECOORD, WFP and UNICEF are working together to establish an interagency telecommunication network and to verify the status of MOSS (Minimum Operating Security Standards) compliance of all UN agencies in the country.",0
"Elsewhere in Ethiopia, IOM is currently participating in a joint needs assessment of displaced Somalis at Gode in the south-east of the country with UN and NGO partners which will conclude shortly.",1
* 5 basic drug Health kits (received from USAID) for temporary accommodation centres,1
"The Caretaker Government (CTG) has pursued a wide-ranging governance reform agenda to improve the core institutions of accountability, such as the judiciary and the Anti-Corruption Commission, with clearer mandate and increased operational autonomy.",0
"However, the crew was spotted in a lifeboat by a Coast Guard Dornier aircraft off the coast of West Bengal.",1
"He also discussed the plight of CAR's estimated 23,000 refugees, stranded in the DRC since an attempted coup in May 2001, an official from the UNHCR office confirmed.",0
"Damrey also temporarily disrupted rail services in Liaoning on Saturday, affecting more than 2 million people.",1
"TSF will establish a technical and telecoms infrastructure necessary for effective emergency operations (Internet and telephone connections, computers and peripheral IT materials...).",0
"What has been gaining traction as a result is the largest extremist threat in the region's modern history: ISIS, self-proclaimed as the Islamic State, better known in the Arab world as Daesh.",1
"A recent assessment in the area pointed a high rate of infant malnutrition, mortality and morbidity.",0
"Thankfully Pierre Ntsiete School, located half a mile from the blasts that launched hundreds of unexploded and unstable munitions across a 600,000m2 area, was closed for the weekend and its 5,000 pupils had a lucky escape.",1
"The warehousing capacity at Maputo airport remains extremely limited, and in agreement with OCHA the Federation will erect two mobile warehouses (rubhalls) in support of the operation.",0
"There's no sterile equipment and we can't use the operating room to carry out surgery, he said.",0
"Major government officials have rushed to the flood-hit areas and the armed police are busy evacuating residents to safe places, he added.",1
"PKPA believes that about 90% of the kids are not immunized and plans to initiate, in partnership with the local sub-district clinic, a two day immunization program followed by outreach to any missed children.",1
The regional office for WHO will be also be sending 2 epidemiologists and a water and sanitation engineer.,1
"The Pakistan Red Crescent Society (PRCS), with the support of the IFRC and partner national societies, continued to provide assistance to the flood affected people in the southern provinces of Baluchistan and Sindh.",1
"We pledged to rapidly enhance support to the justice sector, including support to an independent judiciary that contributes to accountability and counters impunity.",0
A 500-liter water storage tank was installed in the Wellingama Temple and children are now able to wash their hands regularly.,0
